愛育,あいいく,aiiku
娘,むすめ,musume
娘婿,むすめむこ,musumemuko
無声,むせい,musei
無線,むせん,musen
無税,むぜい,muzei
無断,むだん,mudan
鞭,むち,muchi
鞭打ち,むちうち,muchiuchi
睦月,むつき,mutsuki
霧笛,むてき,muteki
無届け,むとどけ,mutodoke
棟木,むなぎ,munagi
胸倉,むなぐら,munagura
胸騒ぎ,むなさわぎ,munasawagi
胸鰭,むなびれ,munabire
胸元,むなもと,munamoto
無二,むに,muni
旨,むね,mune
棟上げ,むねあげ,muneage
胸焼け,むねやけ,muneyake
棟割り,むねわり,munewari
無配,むはい,muhai
無比,むひ,muhi
郁子,むべ,mube
夢魔,むま,muma
無味,むみ,mumi
無名,むめい,mumei
むら,むら,mura
群雲,むらくも,murakumo
紫,むらさき,murasaki
村雨,むらさめ,murasame
村里,むらざと,murazato
村人,むらびと,murabito
無理,むり,muri
無理押し,むりおし,murioshi
目当て,めあて,meate
名,めい,mei
名案,めいあん,meian
名医,めいい,meii
命運,めいうん,meiun
名演,めいえん,meien
名家,めいか,meika
名画,めいが,meiga
銘柄,めいがら,meigara
明記,めいき,meiki
名義,めいぎ,meigi
名義人,めいぎにん,meiginin
名句,めいく,meiku
名君,めいくん,meikun
名月,めいげつ,meigetsu
明言,めいげん,meigen
明細,めいさい,meisai
名作,めいさく,meisaku
名刹,めいさつ,meisatsu
名産,めいさん,meisan
名山,めいざん,meizan
名刺,めいし,meishi
迷信,めいしん,meishin
名水,めいすい,meisui
名声,めいせい,meisei
命題,めいだい,meidai
酩酊,めいてい,meitei
名店,めいてん,meiten
冥土,めいど,meido
命日,めいにち,meinichi
名馬,めいば,meiba
名品,めいひん,meihin
冥福,めいふく,meifuku
名物,めいぶつ,meibutsu
名分,めいぶん,meibun
名簿,めいぼ,meibo
名木,めいぼく,meiboku
命名,めいめい,meimei
明滅,めいめつ,meimetsu
名目,めいもく,meimoku
名門,めいもん,meimon
名文句,めいもんく,meimonku
名訳,めいやく,meiyaku
命令,めいれい,meirei
迷路,めいろ,meiro
迷惑,めいわく,meiwaku
目上,めうえ,meue
目移り,めうつり,meutsuri
目隠し,めかくし,mekakushi
目方,めかた,mekata
目頭,めがしら,megashira
眼鏡,めがね,megane
女神,めがみ,megami
目配せ,めくばせ,mekubase
目配り,めくばり,mekubari
目薬,めぐすり,megusuri
巡,めぐり,meguri
目先,めさき,mesaki
目刺し,めざし,mezashi
飯,めし,meshi
目下,めした,meshita
飯櫃,めしびつ,meshibitsu
雌蘂,めしべ,meshibe
雌,めす,mesu
目線,めせん,mesen
目高,めだか,medaka
目玉,めだま,medama
滅,めつ,metsu
目付き,めつき,metsuki
目処,めど,medo
目の前,めのまえ,menomae
目鼻,めはな,mehana
雌花,めばな,mebana
目張り,めばり,mebari
目減り,めべり,meberi
目星,めぼし,meboshi
目眩,めまい,memai
目元,めもと,memoto
目盛り,めもり,memori
目安,めやす,meyasu
目脂,めやに,meyani
めり張り,めりはり,merihari
免,めん,men
免疫,めんえき,meneki
綿花,めんか,menka
面会,めんかい,menkai
面子,めんこ,menko
免罪,めんざい,menzai
綿糸,めんし,menshi
面識,めんしき,menshiki
免責,めんせき,menseki
面接,めんせつ,mensetsu
免税,めんぜい,menzei
面前,めんぜん,menzen
明太子,めんたいこ,mentaiko
面談,めんだん,mendan
面子,めんつ,mentsu
雌鶏,めんどり,mendori
麺類,めんるい,menrui
萌葱色,もえぎいろ,moegiiro
模擬,もぎ,mogi
目撃,もくげき,mokugeki
目算,もくさん,mokusan
木材,もくざい,mokuzai
黙視,もくし,mokushi
木質,もくしつ,mokushitsu
木星,もくせい,mokusei
目前,もくぜん,mokuzen
目測,もくそく,mokusoku
木炭,もくたん,mokutan
目的,もくてき,mokuteki
黙読,もくどく,mokudoku
黙認,もくにん,mokunin
木版,もくはん,mokuhan
木馬,もくば,mokuba
黙秘,もくひ,mokuhi
木片,もくへん,mokuhen
木目,もくめ,mokume
目礼,もくれい,mokurei
木蓮,もくれん,mokuren
目録,もくろく,mokuroku
目論見,もくろみ,mokuromi
土竜,もぐら,mogura
模型,もけい,mokei
猛者,もさ,mosa
模索,もさく,mosaku
模試,もし,moshi
餅,もち,mochi
持ち家,もちいえ,mochiie
持ち株,もちかぶ,mochikabu
持ち切り,もちきり,mochikiri
餅米,もちごめ,mochigome
持ち点,もちてん,mochiten
持ち逃げ,もちにげ,mochinige
持ち主,もちぬし,mochinushi
持ち場,もちば,mochiba
持ち前,もちまえ,mochimae
持ち物,もちもの,mochimono
持て成し,もてなし,motenashi
元,もと,moto
元栓,もとせん,motosen
元手,もとで,motode
本成り,もとなり,motonari
元値,もとね,motone
物,もの,mono
物言い,ものいい,monoii
物書き,ものかき,monokaki
物陰,ものかげ,monokage
物語,ものがたり,monogatari
物乞い,ものごい,monogoi
物腰,ものごし,monogoshi
物事,ものごと,monogoto
物差し,ものさし,monosashi
物知り,ものしり,monoshiri
物取,ものとり,monotori
物干し,ものほし,monohoshi
物真似,ものまね,monomane
物見,ものみ,monomi
物持ち,ものもち,monomochi
物貰い,ものもらい,monomorai
物別れ,ものわかれ,monowakare
物忘れ,ものわすれ,monowasure
物笑い,ものわらい,monowarai
模範,もはん,mohan
喪服,もふく,mofuku
樅,もみ,momi
籾殻,もみがら,momigara
揉め事,もめごと,momegoto
木綿,もめん,momen
桃,もも,momo
桃色,ももいろ,momoiro
百種,ももくさ,momokusa
股引き,ももひき,momohiki
もや,もや,moya
萌やし,もやし,moyashi
最寄り,もより,moyori
森,もり,mori
盛り蕎麦,もりそば,morisoba
盛り土,もりつち,moritsuchi
諸,もろ,moro
もろこし,もろこし,morokoshi
双差し,もろざし,morozashi
諸手,もろて,morote
諸刃,もろは,moroha
諸肌,もろはだ,morohada
諸々,もろもろ,moromoro
紋,もん,mon
門衛,もんえい,monei
門下,もんか,monka
門外,もんがい,mongai
門構え,もんがまえ,mongamae
文句,もんく,monku
門限,もんげん,mongen
門戸,もんこ,monko
門歯,もんし,monshi
問診,もんしん,monshin
門前,もんぜん,monzen
問題,もんだい,mondai
紋付き,もんつき,montsuki
門弟,もんてい,montei
門徒,もんと,monto
文無し,もんなし,monnashi
矢板,やいた,yaita
八重,やえ,yae
野営,やえい,yaei
八重歯,やえば,yaeba
矢面,やおもて,yaomote
八百屋,やおや,yaoya
夜会,やかい,yakai
屋形,やかた,yakata
屋形船,やかたぶね,yakatabune
夜間,やかん,yakan
野外,やがい,yagai
夜学,やがく,yagaku
焼き芋,やきいも,yakiimo
焼き入れ,やきいれ,yakiire
焼き討ち,やきうち,yakiuchi
焼き魚,やきざかな,yakizakana
焼き蕎麦,やきそば,yakisoba
焼き鳥,やきとり,yakitori
焼き肉,やきにく,yakiniku
焼き畑,やきばた,yakibata
焼き増し,やきまし,yakimashi
焼き餅,やきもち,yakimochi
焼き物,やきもの,yakimono
冶金,やきん,yakin
山羊,やぎ,yagi
役,やく,yaku
役員,やくいん,yakuin
薬害,やくがい,yakugai
薬学,やくがく,yakugaku
役柄,やくがら,yakugara
訳語,やくご,yakugo
薬剤,やくざい,yakuzai
訳詞,やくし,yakushi
躍進,やくしん,yakushin
薬膳,やくぜん,yakuzen
約束,やくそく,yakusoku
薬袋,やくたい,yakutai
薬代,やくだい,yakudai
厄年,やくどし,yakudoshi
役人,やくにん,yakunin
厄払い,やくはらい,yakuharai
役場,やくば,yakuba
薬品,やくひん,yakuhin
厄日,やくび,yakubi
薬物,やくぶつ,yakubutsu
約分,やくぶん,yakubun
役回り,やくまわり,yakumawari
薬味,やくみ,yakumi
役目,やくめ,yakume
厄除,やくよけ,yakuyoke
役割,やくわり,yakuwari
夜具,やぐ,yagu
矢倉,やぐら,yagura
矢車,やぐるま,yaguruma
焼け跡,やけあと,yakeato
夜景,やけい,yakei
火傷,やけど,yakedo
野犬,やけん,yaken
やご,やご,yago
野菜,やさい,yasai
家探し,やさがし,yasagashi
矢先,やさき,yasaki
椰子,やし,yashi
屋敷,やしき,yashiki
社,やしろ,yashiro
野心,やしん,yashin
安寝,やすい,yasui
安値,やすね,yasune
安物,やすもの,yasumono
野生,やせい,yasei
痩我慢,やせがまん,yasegaman
やせぎす,やせぎす,yasegisu
野戦,やせん,yasen
屋台,やたい,yatai
家賃,やちん,yachin
奴,やつ,yatsu
八手,やつで,yatsude
雇い主,やといぬし,yatoinushi
宿,やど,yado
宿借り,やどかり,yadokari
宿賃,やどちん,yadochin
宿無し,やどなし,yadonashi
宿主,やどぬし,yadonushi
宿屋,やどや,yadoya
宿り木,やどりぎ,yadorigi
柳,やなぎ,yanagi
やに,やに,yani
家主,やぬし,yanushi
屋根,やね,yane
矢羽,やばね,yabane
藪,やぶ,yabu
流鏑馬,やぶさめ,yabusame
藪蛇,やぶへび,yabuhebi
夜分,やぶん,yabun
山,やま,yama
山あい,やまあい,yamaai
山嵐,やまあらし,yamaarashi
山歩き,やまあるき,yamaaruki
病,やまい,yamai
病垂れ,やまいだれ,yamaidare
山芋,やまいも,yamaimo
山姥,やまうば,yamauba
山奥,やまおく,yamaoku
山男,やまおとこ,yamaotoko
山颪,やまおろし,yamaoroshi
山勘,やまかん,yamakan
山際,やまぎわ,yamagiwa
山国,やまぐに,yamaguni
山越え,やまごえ,yamagoe
山小屋,やまごや,yamagoya
山桜,やまざくら,yamazakura
山里,やまざと,yamazato
山師,やまし,yamashi
山裾,やますそ,yamasuso
山手,やまて,yamate
山寺,やまでら,yamadera
山鳥,やまどり,yamadori
山並み,やまなみ,yamanami
山鳴り,やまなり,yamanari
山猫,やまねこ,yamaneko
山の手,やまのて,yamanote
山登り,やまのぼり,yamanobori
山肌,やまはだ,yamahada
山場,やまば,yamaba
山彦,やまびこ,yamabiko
山開き,やまびらき,yamabiraki
山吹,やまぶき,yamabuki
山伏,やまぶし,yamabushi
山鉾,やまぼこ,yamaboko
山道,やまみち,yamamichi
山盛り,やまもり,yamamori
山焼き,やまやき,yamayaki
山分け,やまわけ,yamawake
闇,やみ,yami
闇市,やみいち,yamiichi
闇討ち,やみうち,yamiuchi
病み付き,やみつき,yamitsuki
闇夜,やみよ,yamiyo
寡婦,やもめ,yamome
守宮,やもり,yamori
ややこ,ややこ,yayako
揶揄,やゆ,yayu
弥生,やよい,yayoi
夜来,やらい,yarai
槍,やり,yari
やりがい,やりがい,yarigai
遣り口,やりくち,yarikuchi
遣り繰り,やりくり,yarikuri
槍玉,やりだま,yaridama
遺り手,やりて,yarite
遣り取り,やりとり,yaritori
槍投げ,やりなげ,yarinage
遣り場,やりば,yariba
湯上がり,ゆあがり,yuagari
油圧,ゆあつ,yuatsu
湯浴み,ゆあみ,yuami
遺言,ゆいごん,yuigon
故,ゆえ,yue
輸液,ゆえき,yueki
油煙,ゆえん,yuen
床,ゆか,yuka
床板,ゆかいた,yukaita
床下,ゆかした,yukashita
浴衣,ゆかた,yukata
所縁,ゆかり,yukari
油画,ゆが,yuga
歪,ゆがみ,yugami
雪,ゆき,yuki
雪折れ,ゆきおれ,yukiore
雪掻き,ゆきかき,yukikaki
行き来,ゆきき,yukiki
雪靴,ゆきぐつ,yukigutsu
雪国,ゆきぐに,yukiguni
雪雲,ゆきぐも,yukigumo
雪煙,ゆきけむり,yukikemuri
雪質,ゆきしつ,yukishitsu
雪空,ゆきぞら,yukizora
雪達磨,ゆきだるま,yukidaruma
雪解け,ゆきどけ,yukidoke
行き場,ゆきば,yukiba
雪見,ゆきみ,yukimi
雪道,ゆきみち,yukimichi
雪焼け,ゆきやけ,yukiyake
雪山,ゆきやま,yukiyama
雪除け,ゆきよけ,yukiyoke
行方,ゆくえ,yukue
行く末,ゆくすえ,yukusue
行く手,ゆくて,yukute
行く年,ゆくとし,yukutoshi
輸血,ゆけつ,yuketsu
湯気,ゆげ,yuge
油彩,ゆさい,yusai
遊山,ゆさん,yusan
湯冷まし,ゆざまし,yuzamashi
湯冷め,ゆざめ,yuzame
油脂,ゆし,yushi
油井,ゆせい,yusei
油断,ゆだん,yudan
茹で卵,ゆでたまご,yudetamago
油田,ゆでん,yuden
ゆとり,ゆとり,yutori
湯飲み,ゆのみ,yunomi
指,ゆび,yubi
指折り,ゆびおり,yubiori
指切り,ゆびきり,yubikiri
指先,ゆびさき,yubisaki
指貫き,ゆびぬき,yubinuki
指輪,ゆびわ,yubiwa
湯船,ゆぶね,yubune
油分,ゆぶん,yubun
弓,ゆみ,yumi
弓なり,ゆみなり,yuminari
弓矢,ゆみや,yumiya
夢,ゆめ,yume
由来,ゆらい,yurai
百合,ゆり,yuri
揺り籠,ゆりかご,yurikago
湯沸かし,ゆわかし,yuwakashi
夜明かし,よあかし,yoakashi
夜明け,よあけ,yoake
宵,よい,yoi
宵闇,よいやみ,yoiyami
余韻,よいん,yoin
予科,よか,yoka
夜風,よかぜ,yokaze
予感,よかん,yokan
予期,よき,yoki
預金,よきん,yokin
余技,よぎ,yogi
夜霧,よぎり,yogiri
欲,よく,yoku
翌朝,よくあさ,yokuasa
抑圧,よくあつ,yokuatsu
翌月,よくげつ,yokugetsu
翼賛,よくさん,yokusan
抑止,よくし,yokushi
浴室,よくしつ,yokushitsu
抑制,よくせい,yokusei
欲得,よくとく,yokutoku
翌年,よくねん,yokunen
翌晩,よくばん,yokuban
欲目,よくめ,yokume
予見,よけん,yoken
予言,よげん,yogen
横,よこ,yoko
横合い,よこあい,yokoai
横穴,よこあな,yokoana
横糸,よこいと,yokoito
横画,よこかく,yokokaku
横風,よこかぜ,yokokaze
横顔,よこがお,yokogao
横書き,よこがき,yokogaki
予告,よこく,yokoku
横車,よこぐるま,yokoguruma
横滑り,よこすべり,yokosuberi
横倒し,よこだおし,yokodaoshi
横手,よこて,yokote
横取り,よこどり,yokodori
横殴り,よこなぐり,yokonaguri
横波,よこなみ,yokonami
横幅,よこはば,yokohaba
横這い,よこばい,yokobai
横笛,よこぶえ,yokobue
横道,よこみち,yokomichi
横向き,よこむき,yokomuki
横目,よこめ,yokome
横槍,よこやり,yokoyari
横揺れ,よこゆれ,yokoyure
夜毎,よごと,yogoto
夜寒,よさむ,yosamu
予算,よさん,yosan
余罪,よざい,yozai
由,よし,yoshi
善し悪し,よしあし,yoshiashi
誼み,よしみ,yoshimi
予審,よしん,yoshin
四隅,よすみ,yosumi
寄席,よせ,yose
余勢,よせい,yosei
寄せ書き,よせがき,yosegaki
寄せ手,よせて,yosete
予選,よせん,yosen
余所,よそ,yoso
余所行き,よそいき,yosoiki
予測,よそく,yosoku
余所事,よそごと,yosogoto
余所見,よそみ,yosomi
余所目,よそめ,yosome
余所者,よそもの,yosomono
夜空,よぞら,yozora
預託,よたく,yotaku
与奪,よだつ,yodatsu
涎,よだれ,yodare
予断,よだん,yodan
予知,よち,yochi
四つ角,よつかど,yotsukado
世継ぎ,よつぎ,yotsugi
夜露,よつゆ,yotsuyu
予定,よてい,yotei
淀,よど,yodo
世直し,よなおし,yonaoshi
夜中,よなか,yonaka
夜長,よなが,yonaga
夜泣き,よなき,yonaki
夜なべ,よなべ,yonabe
夜逃げ,よにげ,yonige
余熱,よねつ,yonetsu
余年,よねん,yonen
世の中,よのなか,yononaka
余波,よは,yoha
余白,よはく,yohaku
呼ばわり,よばわり,yobawari
予備,よび,yobi
呼び子,よびこ,yobiko
呼び声,よびごえ,yobigoe
呼び名,よびな,yobina
呼び物,よびもの,yobimono
呼び鈴,よびりん,yobirin
夜更かし,よふかし,yofukashi
夜更け,よふけ,yofuke
夜回り,よまわり,yomawari
読売,よみうり,yomiuri
読み書き,よみかき,yomikaki
読み仮名,よみがな,yomigana
夜店,よみせ,yomise
夜道,よみち,yomichi
読みで,よみで,yomide
読み物,よみもの,yomimono
夜目,よめ,yome
余命,よめい,yomei
嫁入り,よめいり,yomeiri
蓬,よもぎ,yomogi
予約,よやく,yoyaku
寄合,よりあい,yoriai
拠り所,よりどころ,yoridokoro
寄り道,よりみち,yorimichi
夜,よる,yoru
寄る辺,よるべ,yorube
鎧,よろい,yoroi
鎧戸,よろいど,yoroido
余録,よろく,yoroku
齢,よわい,yowai
世渡り,よわたり,yowatari
弱音,よわね,yowane
弱火,よわび,yowabi
弱含み,よわふくみ,yowafukumi
弱虫,よわむし,yowamushi
来,らい,rai
雷雨,らいう,raiu
雷雲,らいうん,raiun
来園,らいえん,raien
来夏,らいか,raika
来会,らいかい,raikai
来館,らいかん,raikan
来期,らいき,raiki
来月,らいげつ,raigetsu
礼賛,らいさん,raisan
来信,らいしん,raishin
来世,らいせ,raise
来店,らいてん,raiten
来年,らいねん,rainen
来賓,らいひん,raihin
雷鳴,らいめい,raimei
来歴,らいれき,raireki
羅漢,らかん,rakan
裸眼,らがん,ragan
烙印,らくいん,rakuin
楽園,らくえん,rakuen
落書き,らくがき,rakugaki
落伍,らくご,rakugo
落差,らくさ,rakusa
落札,らくさつ,rakusatsu
落成,らくせい,rakusei
落石,らくせき,rakuseki
落選,らくせん,rakusen
落胆,らくたん,rakutan
駱駝,らくだ,rakuda
落第,らくだい,rakudai
楽天,らくてん,rakuten
楽土,らくど,rakudo
落馬,らくば,rakuba
落盤,らくばん,rakuban
楽焼き,らくやき,rakuyaki
落雷,らくらい,rakurai
羅氈,らせん,rasen
裸体,らたい,ratai
拉致,らち,rachi
螺鈿,らでん,raden
裸婦,らふ,rafu
羅列,られつ,raretsu
乱,らん,ran
乱雲,らんうん,ranun
乱獲,らんかく,rankaku
